edad,semestre,promedio,origen,genero,horas_estudio,horas_redes,horas_sueño,nivel_estres,participacion_paro,tipo_participacion,descripcion_participacion,sentimientos_paro,postura,sentimientos_finales,postura_final
20,3,8.0,puebla de zaragoza,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,si,mesas de diálogo,,la falta de información sobre las acciones que se llevaban a cabo me alejó del movimiento; de poder participar y también hizo que mi interés disminuyera. ,a favor,"inconforme. si bien los resultados de las peticiones dependieron mayormente de las respuestas que dió la universidad, la poca participación de compañeros de la facultad me molestó. mi opinión final sobre este movimiento es negativa, pues siento que me afectó mucho el volver a clases en línea (que generalmente no son mejores que las presenciales). el impacto negativo del tiempo de las clases en línea, la incertidumbre sobre lo que pasaba en el paro y la falta de resultados me hacen sentir que esto fue tiempo perdido.",en contra
20,4,8.0,puebla,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,de 5 a 7 horas diarias,medio,si,otro medio,votando en el grupo de la facultad (whatsapp),me sentí algo expectante a ver si realmente se lograría llegar a un acuerdo con la universidad y que realmente se llevarán a cabo las cosas,a favor,aliviado ya que igual con las clases en línea no lograba entender lo suficiente para mejorar mis estudios ,neutra
20,4,8.5,"puebla, tetela de ocampo ",masculino,de 1 a 3 horas diarias,más de 5 horas diarias,menos de 5 horas diarias,alto,si,otro medio,votando en el grupo de la facultad(whatsapp),"me sentí muy aburrido ya que en las clases en linea no se puede aprender lo suficiente, y pues yo entiendo los motivos en el cual lo hicieron por los estudiantes, para mejorar la universidad",a favor,"aliviado y a la vez estresado de lo que pasaria a los estudiantes, y quería ver en qué momento llegaba la rectora ",a favor
23,6,8.2,veracruz ,femenino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participé,fue confuso ya que se veía que era muy complejo llegar a un acuerdo y de igual forma que fuera de una forma rápida,neutra,con intriga de que pasara y en cuanto tiempo ,neutra
21,6,8.0,puebla ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,alto,si,asambleas,,"la verdad me sentía algo perdido ya que lidio con un problema de ansiedad y la imposibilidad de venir a la escuela empeoro un poco mi condición, pero al estar de acuerdo con lo que se peleaba en el paro solo podía apoyar desde lejos",a favor,me sentí aliviado ya que esperaba poder regresar a clases además de que se había abogado por un cambio dentro de la institución con el cual estoy de acuerdo.,a favor
21,5,8.9,oaxaca ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,en redes sociales ,"raro, sentí que pude haber apoyado más pero por ser foráneo no se pudo. ",neutra,"me sentí bien, ya que se lograron muchos acuerdos en favor a la comunidad estudiantil",a favor
22,6,9.1,oaxaca,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,no participe,no me representan las demandas que tienen pero las comprendo ,neutra,aliviado,neutra
21,6,8.65,hidalgo ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe,"mal por los profesores, no sirven la mayoria",neutra,mal por verles la cara a los profesores de nuevo,neutra
21,6,9.9,veracruz ,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,no partícipe ,realmente fue bueno para la comunidad el exigir una educación de calidad para todos. pero mal por que los directivos de la institución no actuaron rápido.,neutra,bien por que se estén realizando cambios y mesas de diálogo para poder seguir con una educación de calidad.,neutra
22,9,8.95,puebla,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,"bien, me da gusto que los estudiantes que se encuentran de tiempo lleno en la facultad hayan exigido lo que nosotros de últimos semestres también queriamos",a favor,me dió gusto que se haya terminado cuando escucharon sus peticiones y no solo por presion,a favor
23,9,8.3,tlaxcala ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,-------,------,neutra,--------,neutra
21,8,9.8,puebla ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,partícipe dando mi postura y apoyando a mis compañeros ,"durante el movimiento, la situación fué un poco estresante ya que por la cantidad de tareas y clases que tenía no podía hacer muchas más activadades y se interrumpieron una más en la universidad que eran extraescolares ",a favor,"sentí satisfacción, sin embargo, también sentí un poco de intriga por los resultados ya que no eran claros los objetivos logrados ",neutra
21,8,8.6,puebla ,femenino,de 1 a 3 horas diarias,más de 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe ,a favor y al principio confundida ya que no estaba muy informada de que trataba ,a favor,bien y preocupada acerca de cómo iba a ser evaluada,a favor
22,9,8.3,morelos,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,si,asambleas,,bien,a favor,bien,a favor
22,9,9.0,puebla,femenino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,.,por un lado agradecida porque hay muchas cosas en la fcc que cambiar como los profesores que no dan clases por otra cansada de clases en línea y el retraso que implico,neutra,"tranquila porque le hicieron caso a los alumnos, y presionada por los trabajos a entregar",a favor
22,8,8.81,puebla,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,no,"con incertidumbre, sobre todo por las calificaciones",a favor,un poco más esperanzado y sin bonanza ,a favor
27,9,8.7,veracruz,masculino,de 1 a 3 horas diarias,menos de una hora diaria,de 5 a 7 horas diarias,medio,no,otro medio,no participé,seguí el desarrollo de los eventos con la esperanza de que mejore la calidad de enseñanza en la fcc para que todos los estudiantes podamos seguir desarrollandonos de la mejor forma.,a favor,"sentí que los acuerdos fueron buenos, pero aún hay espacio para mejorar las condiciones estudiantiles. ",neutra
24,9,8.6,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,despensa,"pues mal, ya que no son lo mismo clase presencial a en línea u otros profes ni daban clase, ya que es mi último semestre ",neutra,"excelente, por las clases y ver a mi compañeros esperando a ver qué salió del movimiento ",neutra
26,10,8.75,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,si,asambleas,,bastante confundido y estresado por la información brindada. poca claridad y muchos rumores. ,neutra,aliviado respecto a mí y a mis compañeros de poder retomar actividades. ,neutra
22,9,9.1,ciudad de méxico ,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,realmente no participé solo estaba al tanto de los comunicados que se compartían ,con incertidumbre ya que es mi último semestre,neutra,un poco presionada por los tiempos en que ,neutra
23,9,9.2,"atlixco,  puebla",masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,apoyando publicaciones y informar lo sucedido.,"cercano , apoyado.",neutra,"aliviado , confuso.",neutra
23,8,8.7,puebla,masculino,menos de una hora diaria,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,"revisar mensaje del grupo, ver peticiones y así. pero no participé ","pues fue difícil porque la escuela me ayuda a distraerme de estar en casa, solo en ese aspecto me afectó, en lo escolar no afectó ",neutra,"esperanzado a que cumplieran con los acuerdos que habían llegado, pero bien ",a favor
21,8,8.4,puebla,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,si,otro medio,apoyando con suministros y acudiendo a algunas asambleas ,"me fui sintiendo de diferentes maneras durante el paro, a principios era sentimiento de unidad al querer apoyar por tener una educación de calidad, pero con el tiempo, frustración, por las discrepancias entre estudiantes y directivos ",neutra,"fue satisfactorio, por el lado del movimiento porque así se pudo llegar a un acuerdo, por el académico, siento que hubo un rezago, no es el mismo nivel de aprendizaje ",neutra
21,8,8.0,tehuacan,masculino,menos de una hora diaria,de 3 a 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe,"no me gustan las clases en linea, pero unas cosas del pliego estaban bien",a favor,no cambio nada,neutra
23,9,8.5,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe,"frustrado, no me gusta las clases virtuales",neutra,con estres por proyectos,neutra
21,7,8.4,tecamachalco ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participé ,"frustrado al ver tiempo que se hizo durante el paro, ya que eso podría hacer que en finales se incremente la presión por entregar trabajos.",a favor,decepcionado porque veo como no se han cumplido en su totalidad las propuestas del movimiento ya que en beneficio de todos,neutra
22,8,8.4,"ciudad mendoza, veracruz",masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,"pues me conectaba a las mesas vía online y como espectador, me mantenía informado sobre lo que pasaba en el paro, y todos los acuerdos que se hacían, sobre lo que vivían los maristas. todo esto con el fin de conocer bien la historia y no caer en desinformación","pues me sentí inútil, debía ser una oportunidad para aprender por mi cuenta y al contrario no hice nada, me costó prestar atención a las clases en linea, no sentí que avanzará, no sentí que aprendiera. creo que me sentí desanimado y sin ganas de hacer nada y eso provocó que me atrasara, debi aprovechar mejor el tiempo",neutra,"pues nervioso, por que como comenté no hice nada durante el paro y me sentí nervioso de que terminara por que no avance nada en la escuela ni con mi desempeño físico (natación) asi que solo me sentí desanimado por no haber hecho nada mas con mi tiempo y nervioso de regresar",neutra
22,8,9.0,puebla,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,.,.,a favor,extraño ,neutra
22,8,7.8,puebla,femenino,de 1 a 3 horas diarias,más de 5 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participe,"orgullosa de lo que hicieron algunos, sin embargo también un poco molesta de algunas decisiones que tomaron que hicieran que el movimiento no tuviera tanta relevancia ",neutra,muy feliz de que se haya logrado llegar a acuerdos con los directivos ,neutra
22,9,8.43,"san andrés c.p.: 43455, hgo.",masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participé,"un poco estresado, debido a que la universidad es el único lugar a parte de mi cuarto en el que suelo estar. así que al no poder ir a la universidad estuve prácticamente todo el paro estudiantil el mi cuarto sin salir.",neutra,aliviado,neutra
22,0,8.6,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,solo no protestando en contra del paro,"de acuerdo, ya que muchas peticiones tienen sentido y pues de algún modo tienen que mejorar la universidad de forma académica y física.",a favor,pues me gustó que mínimo hicieron el intento en escuchar las peticiones de la universidad ,a favor
23,9,8.1,puebla,masculino,de 3 a 5 horas diarias 2,más de 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,me sentí algo frustrado y confundido por algunas de las propuestas que se dieron a los directivos ,neutra,insatisfecho por como se resolvió todo ,neutra
21,8,8.5,puebla ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,asambleas,,"bastante a favor al inicio sin embargo con forme se fueron dando las cosas, al final debatía un poco con las opiniones y temas expuestos ya que algunas cosas que se exigían eran inecesarias  ",neutra,"mejor al poder retomar las clases y la rutina, sabiendo que todo lo sucedido fue para cambiar para bien las condiciones de la institución ",a favor
22,8,8.1,puebla,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participé,sentí que iba a perder mis cursos por el paro,neutra,más tranquilo porque no afectó tanto a las materias,neutra
22,8,8.2,tepeaca ,masculino,de 1 a 3 horas diarias,menos de una hora diaria,de 7 a 9 horas diarias,bajo,no,otro medio,no participé ,"algo confundido por como paso todo tan rápido, también algo decepcionado por como se manejo todo por parte de los directivos",neutra,decepcionado por la incompetencia que mostraron varios directivos ,neutra
22,6,8.4,puebla ,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,contestando encuestas ,"bien, si to que peleaban por tener un mejor nivel estudiantil ",en contra,bien por poder volver a clases ,a favor
22,8,8.5,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,medio,si,guardias,,"aveces disperso, otras veces inconforme y otras veces ignorado",neutra,"sin más, parecía que no pasó nada ",neutra
25,9,8.2,"huejotzingo, puebla ",masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe,me sentí estresado ,neutra,me sentí estresado por todo el tiempo que se perdió ,neutra
20,4,8.0,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,si,otro medio,difusión ,bien,a favor,satisfecho ,a favor
23,9,8.2,huaquechula,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participé,"inconforme debido a la manera en que sucedieron los acontecimientos, ya que pudieron haber mejores formas",neutra,"normal, manteniendo la esperanza de que se cumplan los pliegos y se normalizaran actividadds",neutra
23,9,8.7,veracruz,femenino,menos de una hora diaria,más de 5 horas diarias,de 5 a 7 horas diarias,,si,otro medio,apoyando virtualmente,"ansiosa por el ritmo que llevaba y el cambio brusco de rutina, y nerviosa por saber cuando terminaría ",a favor,bien pero a la vez fue incierto el no saber que rumbo tomaria ahora como estudiante una vez que se perdió el ritmo,a favor
21,8,8.2,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,todas las anteriores,,senti que habia gente que estaba luchando por tener una mejor educación en el ámbito universitario ,a favor,me gusta ir a clases pero también se por lo que sé lucha entonces al ver que se logro algo me sentí bien ,neutra
22,7,7.8,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no,"siento que fue totalmente necesario tanto para estudiantes y profesores, se tocaron muchos puntos importantes respecto a la universidad ",a favor,"bastante a gusto, ya que de buena manera se llegaron a buenos acuerdos en favor de todos los integrantes de la comunidad ",a favor
23,8,7.0,huejotzingo ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe ,preocupado ,neutra,preocupado ,neutra
20,4,8.4,san martin texmelucan ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe más que tomando mis clases en línea,"un poco preocupado, porque jamás había estado en algo así, no sabía que pasaría después, pero más me preocupaba el tema desde las inscripciones y el como iba a acabar el semestre",neutra,"aliviado, sentía que iba a perder el semestre, poder regresar a la facultad me dió tranquilidad de que el semestre terminaría con normalidad",neutra
21,8,8.6,puebla,masculino,de 1 a 3 horas diarias,menos de una hora diaria,de 5 a 7 horas diarias,bajo,no,otro medio,solo leyendo los mensajes de los grupos ,"pude conseguir un tiempo para ordenar mi vida, me sentí bien al respecto, sabia que mis compañeros estaban unidos por mismo fin, y creo que la unidad hace la fuerza. ",neutra,creo que son sutiles los cambios que han hecho pero todo lo que pueda aportar es muy valioso y me sentí bien de poder regresar a las aulas presenciales ,neutra
21,7,9.0,puebla ,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe ,me sentí indiferente al movimiento ya que no participe de ningun modo ni me interesó ,neutra,igual indiferente ,neutra
24,0,8.2,amozoc,masculino,menos de una hora diaria,menos de una hora diaria,de 5 a 7 horas diarias,bajo,no,otro medio,no participe,"me sentía bien con respecto al paro, estaba a favor de los compañeros que lo estaban realizando.",a favor,"bien, siento que esto puede marcar una diferencia en las diferentes facultades ",a favor
21,4,8.4,acapulco ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participé ,la verdad la universidad no pareció haberle importado porque llegaron las clases en línea y el propósito del paro fue que no hubieran hasta que se cumplieran ciertas demandas que ayudarían a los estudiantes en sus carreras.,a favor,"solo con alivio de terminar el semestre presencial pero más allá de eso, medio no satisfecho con la respuesta de la uni ",a favor
20,4,9.3,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,"aunque estaba de acuerdo, no apoye ","me sentí normal, las clases fueron peores ya que eran en línea pero pues no me importaba ya que la razón de esto es por una acción correcta, la verdad me sentí bien ya que pues habían alumnos luchando por sus derechos  ",a favor,"me sentí normal, ya quería regresar a clases presenciales, pero me sentí un poco desconcertado por como acabaron los temas del paro ",neutra
24,9,8.6,"atlixco, puebla ",masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe ,nada porque realice mis practicas ,neutra,alivio por el regreso a clases ,neutra
25,4,8.5,puebla,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,no,otro medio,no participe,neutro,a favor,agobiado por  saber que se  juntarían la mayoría de evaluaciones  ,a favor
24,9,8.4,tlaxcala,masculino,de 1 a 3 horas diarias,menos de una hora diaria,de 5 a 7 horas diarias,bajo,no,otro medio,no participé,pienso que no era necesario hacer un paro ,en contra,pienso que no era necesario hacer un paro ,en contra
20,6,8.4,veracruz ,masculino,menos de una hora diaria,de 3 a 5 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,no participé ,"realmente no fui muy afectado por el problema, simplemente regresé a mi casa. sólo considero que el que los maestros se hubieran organizado mejor para sus clases hubiera estado bien. 
respecto al paro, considero que en nuestra facultad no era tan necesario como realmente lo era en medicina ",neutra,"los avisos de la facultad en su página fueron algo tardados respecto a los primeros de que se regresaba el lunes, entonces me afectó un poco respecto a mi día de regreso ",neutra
21,7,9.2,oaxaca,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,"frustrado y desconectad, senti que no hice nada ",neutra,preocupado por mis materias que no aprendi lo suficiente,neutra
25,11,8.7,puebla ,femenino,más de 5 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,si,otro medio,apoyando por medio de plataformas y víveres ,"pues compartí su lucha, creo que tenemos todo el derecho de que alguien nos escuche...",a favor,satisfecho ya que vimos que nos empezaron a escucharnos y solucionar ,a favor
21,8,8.5,tlaxcala ,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,,alto,si,todas las anteriores,,"estresado, feliz.",a favor,"nostálgico, feliz, temeroso",a favor
21,8,8.5,puebla,masculino,menos de una hora diaria,de 3 a 5 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,no participe en el movimiento,"durante el movimiento estudiantil me senti preocupado por el futuro de mi carrera, ya que el movimiento no representaba para nada cualquier pensamiento o accion mio, siendo que este se vio completamente superado por la situacion y los cabeceros del movimiento no tenian la minima capacidad de resolver el problema que ocasionaron.",neutra,"aliviado pero aun más presionado, nosotros los ultimos semestres somos los que más preocupacion teniamos por el futuro de la carrera, asi como del semestre, la carga de trabajo aumentaria por obvias razones y el esfuerzo tenia que ser aun mayor, pero que haya terminado me sento bien.",neutra
20,5,8.6,tlatlauquitepec,masculino,más de 5 horas diarias,de 3 a 5 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participé ,no participe en el movimiento sin embargo me hubiera gustado participar para logra una mejor convivencia universitaria,a favor,un tanto inconforme ya que hubo varias acuerdos que las autoridades universitarias no respetaron,a favor
27,9,9.0,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,no,asambleas,,triste,en contra,feliz,a favor
22,9,8.14,puebla ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,menos de 5 horas diarias,bajo,no,otro medio,no participe ,me sentí aburrido y frustrado por no saber cuando reanudarían clases presenciales además de que no me gusta la modalidad virtual ,neutra,me sentí aliviado por saber que no acabaría mi semestre en modalidad virtual y que no afectaría a mis trámites de servicio social ,neutra
21,8,9.0,puebla,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,ninguna,ansioso por no salior y no ver a mis compañeros,en contra,mejor por asistir a calses,neutra
21,8,8.1,"tepeaca, puebla, méxico ",masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participé ,"siento que el movimiento tenía sentido para la gente de medicina, pero las otras facultades no le vi mucho sentido más allá de los profesores acosadores que la universidad muchas veces no hace nada, pero supongo que estuvo de más ",neutra,"me sentí un poco contento pero siento que tenía que durar mucho menos, ya que no tuvimos tiempo ya también por las vacaciones de semana santa",a favor
21,8,9.0,puebla,masculino,más de 5 horas diarias,más de 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,.,estresado,neutra,"mejor por poder asistir
",neutra
21,8,8.0,cerro azul veracruz méxico,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,"pos fue algo inesperado y de cierta manera se sentia algo esperanzador por el hecho de que la universidad ya le hacia falta un cambio, hubo muchos altibajos durante el movimiento pero creo que se logró un cambio ( aunque sea mínimo)",a favor,"esperaba un resultado mas favorecible, pero ya llevamos mucho tiempo en paro y ya estaba perjudicando ciertas areas",a favor
22,9,9.2,coatzacoalcos,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participé,está bien que los alumnos se levantaran por inconformidades que fueron rechazados por mucho tiempo,neutra,que bueno que se llegaron a los acuerdos,a favor
24,8,8.0,puebla,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,no,otro medio,"contestando encuestas, compartiendo información ","se escucharon nuestros derechos, gracias a los compañeros que hicieron que nuestra voz se escuchara ",a favor,que si realizaron las peticiones como el mejorar las instalaciones ,a favor
24,8,8.9,atlixco ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio, no participe.,"bien, fue algo bueno ",neutra,bien no tuve una mala o buena reacción ,neutra
24,8,8.0,puebla ,femenino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,no,otro medio,"compartiendo información, contestando encuestas",que se escucharon nuestras peticiones,a favor,que si llegamos a un acuerdo pero siento que faltaron más cosas por cumpmir,neutra
24,9,8.75,puebla,masculino,más de 5 horas diarias,menos de una hora diaria,de 7 a 9 horas diarias,bajo,no,otro medio,,aproveche el tiempo para poder estudiar lenguajes de programacion y aparte para descansar,neutra,sentí que duro muy poco tiempo el movimiento ya que pensé que duraría todo el semestre,neutra
24,8,8.9,"acapulco, guerrero",masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,dar puntos de vista y comentarios a compañeros que si asistieron a las asambleas ,"la verdad si me pareció importante que nosotros como estudiantes tuviéramos que decir nuestras necesidades para tener un mejor entorno y una mejor educación, el paro quizá no fue la mejor manera porque si nos atrasamos en varias cosas, pero al menos con eso nos pudieron escuchar.",neutra,"sentí que si tuvimos muchas mejoras y mucha más empatía por todos nuestros compañeros estudiantes, y también agradecido porque empezaron a atender nuestras necesidades.",a favor
22,9,8.7,cd. puebla,masculino,de 3 a 5 horas diarias 2,más de 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe,"en general me sentía neutral, me favoreció un momento de pausa para aliviar el estrés de los largos viajes a la uni, y esperaba que alguna que otra demanda de los manifestantes se cumpliera para al menos en el regreso estar en mejores condiciones.",neutra,"con un ligera esperanza de que almenos hubiera algun pequeño cambio, aunque sea en el mantenimiento de la universidad para poder estudiar en mejores condiciones ya que voy de salida.",a favor
23,8,8.5,xochitlan todos santos,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,medio,si,otro medio,solo no asisti a clases y apoye a los compañeros,"pues se sintió raro ya que la información era escasa, el ataque de los medios estaba a la orden del día , y a pesar de que uno quisiera estar informado las fuentes estaban regadas por todas partes y no siempre coincidían,",a favor,"pues raro, por que se sintió que todo acabo de manera muy apresurada así como que no creo que las cosas que se obtuvieron a cambio estaban a la altura de todo lo que se hizo en el movimiento, osease se sintió como si no había necesidad de haber hecho el movimiento pero es a lo que se nos obligo a recurrir para que hicieran las cosas",neutra
22,9,8.3,morelos ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,bajo,si,asambleas,,bien,a favor,bien,a favor
22,0,8.1,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,bajo,si,asambleas,,tranquilo ,a favor,"pues me sentí como si nada, era como volver a clases en pandemia solo que ahí si podía salir a la tienda sin que me diera miedo el hablar con alguien más ",a favor
21,8,9.3,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe ,"pues estuve preocupado ante la amenaza de perder el semestre, pero cuando ví que no fue así me tranquilice. 
el movimiento me parecía necesario pero no soy alguien que participaría en él.",a favor,"tranquilo al ver que se habló de algo, pero puede que al no cumplir sea necesario otro movimiento igual en el futuro.",a favor
21,8,9.3,puebla,femenino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,no,mesas de diálogo,,pues fue un movimiento necesario en favor a nuestras necesidades como estudiantes,neutra,"neutro, puesto que aceptaron los acuerdos planteados aun se deben de ver los resultados y las mejoras solicitadas",neutra
21,8,8.2,"puebla, puebla ",masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,"realmente como tal, no participe ayude un poco al inicio pero por temas de clases virtuales ya no pude ir",me sentía bien ya que al fin los compañeros se decidieron a alzar la voz y mostrar todas las deficiencias que hubo y hay en la facultad ,a favor,algo molesto ya que no estoy completamente seguro que la dirección haga un verdadero cambio para el bien de los alumnos ,en contra
23,8,8.5,puebla ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,solo asistía a las mesas de diálogo de forma virtual ,"fue  muy frustrante, ya que perdí mucho tiempo para realizar algunas prácticas de varias materia y para el fin de semestre me saturaron de trabajo ",neutra,fue un gran alivio ya que podía proseguir con mis prácticas de trabajo en las materias correspondientes ,neutra
21,5,8.6,puebla,masculino,más de 5 horas diarias,más de 5 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participe ,preocupado por los avances en algunas materias pero identificado con algunas de las quejas y peticiones realizadas durante el movimiento ,neutra,inconforme por la actitud de muchos directivos y por como seguiría el semestre y como seríamos evaluados,a favor
21,8,9.4,xicotepec,masculino,menos de una hora diaria,menos de una hora diaria,más de 9 horas diarias,bajo,no,otro medio,no participe,fustrado,neutra,feliz,neutra
22,8,9.3,puebla,femenino,más de 5 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participe,estresada ,neutra,tranquila,neutra
23,9,8.0,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,me sentí algo frustrado ,neutra,me sentí estresado por no saber como continuaría el curso ,neutra
